5	100
43	44	41	42	50	36	11	43	27	47	36	24	43	49	16	15	36	12	18	27	16	33	32	25	28	44	10	12	25	44	40	42	39	24	11	14	44	18	49	18	48	13	22	27	39	12	46	16	14	42	19	50	24	34	45	47	10	17	40	16	21	36	14	13	14	43	48	47	26	30	45	25	23	43	23	47	14	37	10	24	18	33	16	26	37	48	12	33	36	19	31	22	26	17	37	43	43	14	24	15	
16	45	21	23	15	15	42	28	29	16	22	28	48	22	44	21	46	33	35	25	32	14	32	11	23	11	22	10	50	21	32	12	49	10	34	37	16	15	18	26	49	31	38	42	32	44	39	16	25	47	24	20	22	18	31	12	16	35	31	36	38	40	37	34	17	40	21	11	40	46	21	14	49	33	20	10	28	14	23	45	28	23	41	36	25	45	12	29	22	14	39	32	28	33	39	16	19	35	16	20	
20	32	32	32	36	48	47	14	33	36	46	27	42	46	35	35	46	30	29	26	45	31	23	12	45	19	15	32	21	22	36	23	30	25	42	30	50	34	22	35	33	32	13	25	35	20	33	17	34	12	46	45	12	27	44	46	24	17	34	30	38	12	46	21	39	11	40	12	29	17	40	14	32	41	11	13	49	49	14	48	32	26	25	18	31	30	14	22	20	37	28	27	12	29	15	42	39	42	46	29	
36	47	37	17	22	49	24	18	40	27	50	44	28	50	49	24	11	13	32	48	19	35	28	11	28	15	40	22	25	23	50	29	15	14	42	26	14	21	44	44	20	25	36	28	47	28	14	20	19	24	37	47	32	43	43	42	25	12	41	42	28	26	27	27	17	19	27	39	21	15	33	11	25	14	27	49	29	15	29	46	41	44	41	23	22	13	10	30	32	20	26	33	45	29	47	33	38	18	11	37	
17	13	31	14	30	33	21	27	13	32	42	33	49	31	14	37	23	39	36	31	41	42	15	26	27	47	18	49	12	28	29	41	13	40	48	18	15	20	36	32	49	23	13	41	13	30	14	31	39	30	37	43	40	40	45	16	43	33	36	19	38	10	27	11	43	17	29	12	45	49	22	22	48	39	18	11	13	50	27	29	30	21	43	15	20	38	27	40	44	24	24	41	47	35	30	13	45	32	49	35	
18	22	9	6	11	5	25	21	11	20	22	16	6	14	20	20	17	12	7	8	13	6	17	23	21	21	10	24	24	14	6	24	14	21	12	7	24	17	16	9	8	15	19	17	7	8	14	5	22	9	20	20	24	23	12	16	17	9	11	10	11	14	14	18	6	6	10	7	18	16	23	22	19	22	21	5	15	12	25	15	25	23	22	5	14	13	23	8	12	5	5	8	23	10	19	10	25	11	17	6	
18	14	9	12	17	10	5	5	11	8	12	20	5	20	23	22	20	12	9	12	14	13	24	6	7	16	16	16	9	9	23	23	10	9	22	24	10	16	18	13	23	14	22	23	8	7	23	17	7	24	19	20	19	25	17	22	23	9	22	16	6	5	9	15	14	13	6	8	8	7	7	14	21	13	10	5	10	9	14	22	8	16	7	12	8	25	13	25	16	15	18	8	23	16	7	14	8	13	5	9	
8	19	19	21	7	19	25	11	15	13	13	19	15	22	13	9	17	9	24	16	12	25	13	15	23	17	19	13	7	14	10	17	11	20	18	20	14	9	16	24	24	22	11	8	23	18	12	17	12	19	10	13	14	13	18	15	22	9	25	7	13	20	22	17	23	13	21	12	5	20	15	21	15	17	6	17	10	5	19	9	20	14	12	22	25	7	17	12	12	22	23	25	25	15	18	23	10	24	15	23	
9	14	14	8	6	17	24	8	25	19	16	20	6	13	9	6	21	20	15	21	8	7	10	10	9	19	6	9	7	24	7	16	13	19	10	15	10	5	6	25	8	8	8	7	24	7	14	24	15	11	16	5	12	19	6	11	12	25	17	11	7	22	10	6	6	21	17	12	16	6	7	17	22	14	20	12	22	5	16	9	17	22	11	25	13	11	16	21	7	17	20	10	22	7	13	25	16	20	12	12	
13	24	14	15	22	6	22	5	18	8	18	17	7	23	24	6	24	17	6	10	9	12	25	13	5	24	14	15	18	16	8	10	22	9	14	25	8	8	7	12	13	24	20	22	20	18	17	5	15	14	20	9	10	25	22	22	17	6	19	15	12	24	11	15	21	6	11	16	5	24	25	10	15	25	18	10	23	9	6	8	20	25	11	19	20	9	11	21	6	22	13	5	24	15	14	9	25	13	13	11	
237.12	224.64	257.12	219.2	240.96	
