10	200
18	38	23	37	22	22	31	43	14	28	39	20	24	33	30	35	13	22	38	49	30	46	30	47	38	26	50	34	12	49	45	20	22	17	48	14	36	11	34	12	39	13	43	37	47	32	12	23	31	25	11	32	29	21	25	37	27	27	32	48	27	50	12	46	18	22	15	46	40	20	16	14	14	14	28	49	26	37	35	37	36	18	39	28	27	35	41	37	41	33	12	50	43	29	15	46	33	46	15	12	37	47	27	25	46	22	44	20	10	39	10	37	11	23	39	31	40	49	50	13	46	21	35	36	22	42	37	48	49	32	10	20	23	15	15	24	41	17	25	32	38	28	18	19	18	21	11	14	28	19	38	44	41	31	10	19	15	48	42	16	48	45	24	22	26	47	45	22	18	44	43	24	50	39	33	26	33	31	50	26	31	28	36	32	23	38	13	15	40	15	10	41	21	44	48	17	47	16	13	47	
34	41	24	35	15	44	13	19	24	40	49	34	38	36	43	12	22	36	22	16	42	27	34	21	35	36	24	31	26	22	17	45	34	42	20	33	16	10	14	49	20	45	15	42	42	35	10	25	12	32	36	20	49	22	43	22	48	12	39	40	47	47	46	11	22	41	43	15	15	31	20	30	35	22	34	31	32	34	48	19	33	17	23	44	41	28	40	43	28	35	33	29	10	31	17	38	12	20	34	21	25	38	37	34	41	13	19	16	41	20	27	31	21	26	43	29	25	30	47	32	19	10	46	24	11	28	30	17	38	47	41	40	35	35	44	41	31	36	16	36	18	31	24	28	32	47	15	19	13	36	18	42	19	41	39	35	16	23	16	11	27	23	35	15	33	17	19	27	13	16	41	47	43	37	35	50	23	41	22	33	33	10	24	43	25	44	20	22	44	11	31	41	49	18	10	18	36	39	23	13	
36	20	40	27	48	15	19	32	40	41	18	35	22	14	25	10	19	22	15	30	26	48	27	30	24	13	36	37	40	21	50	36	32	29	46	28	27	37	27	35	26	34	29	45	49	50	14	35	43	46	30	25	37	47	13	27	36	25	46	22	22	47	35	30	42	29	17	36	29	17	48	50	36	44	40	28	41	44	13	35	22	30	35	50	24	48	49	49	46	42	13	43	42	35	11	17	12	18	14	21	25	17	44	19	24	46	47	13	22	41	42	44	26	23	10	47	33	37	33	47	21	34	15	43	29	29	15	50	36	45	14	27	37	47	30	49	14	14	17	45	32	33	36	41	31	28	11	44	47	50	49	24	25	16	30	49	41	34	44	39	30	12	48	10	48	19	44	46	35	27	43	19	11	44	47	34	14	13	14	46	49	44	49	24	17	24	35	45	43	38	13	19	47	40	23	37	14	50	41	38	
46	36	46	27	47	17	30	23	31	21	14	14	36	18	29	39	28	43	36	15	48	47	44	34	34	14	12	23	21	46	49	36	12	23	18	35	38	38	34	32	26	14	29	40	23	20	18	25	24	49	46	16	31	10	17	12	23	34	13	24	25	37	45	18	15	11	45	12	14	22	21	23	12	14	23	31	39	18	13	47	22	41	32	17	12	22	35	27	36	43	22	18	41	12	13	22	18	35	35	37	15	17	33	45	28	39	22	30	15	17	46	17	36	40	19	18	29	14	29	36	19	45	42	36	40	12	38	41	26	27	19	34	17	45	11	24	35	42	36	45	17	43	26	19	21	40	12	47	31	30	48	30	23	28	17	49	43	41	42	29	43	33	42	29	11	45	16	33	42	43	39	48	25	30	47	24	14	22	43	18	22	30	40	46	27	35	16	27	45	40	26	45	38	16	19	36	48	19	32	12	
21	20	22	46	24	14	21	29	41	44	13	44	20	31	47	45	37	33	15	43	42	30	46	19	33	26	34	50	10	22	46	30	34	10	48	16	37	45	28	32	34	35	43	39	26	26	13	12	35	45	36	48	44	24	30	45	48	23	32	11	39	50	43	50	21	19	35	19	27	37	41	13	10	32	20	17	10	37	37	21	18	16	28	29	47	50	47	50	29	19	46	35	29	45	17	19	44	33	35	27	36	43	33	34	23	11	18	13	11	38	48	38	19	36	20	40	24	39	22	23	23	20	46	10	44	12	32	37	17	11	13	50	41	33	24	48	23	12	14	29	32	21	36	33	21	21	15	13	29	35	43	38	34	46	42	30	11	11	26	28	20	19	36	18	28	40	21	11	40	33	27	39	46	33	33	16	32	49	21	31	24	44	19	29	37	11	13	45	36	24	23	28	13	24	40	20	27	47	17	24	
31	23	12	18	47	32	40	42	45	43	46	13	22	32	18	20	47	19	23	44	26	31	36	37	43	36	30	49	17	17	37	34	18	50	48	47	29	15	24	21	10	11	16	33	21	10	19	11	47	11	34	32	25	40	22	24	47	28	22	22	46	13	20	49	32	16	25	17	49	38	48	42	17	38	14	23	36	36	23	33	50	48	37	11	47	17	33	38	18	31	21	34	33	12	31	13	38	41	16	13	39	16	48	23	48	19	45	50	41	16	28	15	40	27	48	41	14	44	12	36	36	14	12	29	35	46	17	29	37	39	29	45	29	48	12	29	48	26	16	48	46	50	15	43	29	21	37	15	19	50	29	42	34	39	23	43	14	12	44	37	18	30	39	22	19	43	48	42	27	15	44	30	35	41	33	24	35	26	43	37	27	42	50	16	47	41	11	31	17	17	26	48	29	21	10	28	38	29	39	36	
43	22	14	44	17	23	21	29	26	23	49	46	11	31	24	23	40	10	10	17	39	39	32	50	35	30	45	32	22	27	21	29	12	27	41	19	40	12	26	11	48	48	47	48	32	41	10	24	11	46	28	28	42	44	27	44	50	24	11	13	21	12	36	33	44	12	28	27	31	35	22	10	44	35	41	22	45	18	29	47	32	13	50	49	42	35	23	22	44	24	18	12	29	28	47	13	13	40	16	13	10	28	30	22	27	25	25	49	36	12	40	22	46	17	19	48	18	38	32	20	18	16	14	38	28	43	18	20	48	15	14	42	17	43	43	49	10	46	31	35	25	21	31	18	39	21	30	37	36	16	39	16	13	29	16	41	49	14	44	34	23	44	10	23	49	19	31	34	49	45	37	48	11	20	15	30	22	45	48	24	30	36	28	42	48	34	27	23	15	30	13	23	33	18	45	34	40	38	44	18	
10	36	33	14	32	28	39	15	41	48	41	19	38	29	39	44	40	21	41	27	10	25	20	41	10	10	43	44	49	26	27	45	25	39	43	16	14	18	46	19	27	12	17	38	23	20	24	36	20	35	47	24	39	11	45	32	26	10	45	19	17	21	22	28	24	44	37	13	45	29	23	47	26	40	46	25	23	44	36	30	36	20	14	15	25	39	26	46	34	19	35	15	23	34	25	40	32	38	23	46	19	33	50	15	29	47	10	14	16	12	23	34	15	34	39	43	48	38	36	42	31	29	46	25	43	33	42	37	14	43	43	39	17	37	31	21	13	45	39	46	38	22	31	18	45	36	43	49	46	17	17	36	15	34	10	25	19	19	15	15	41	12	27	26	49	34	44	28	48	47	40	10	20	41	36	28	17	30	48	30	17	31	32	40	37	25	20	13	28	27	47	35	42	50	46	18	24	40	37	38	
49	14	29	21	19	49	26	27	35	18	11	44	47	45	30	42	13	42	41	10	44	20	19	39	12	30	24	48	20	22	35	18	32	41	39	33	12	35	17	48	19	23	24	49	42	50	30	41	35	43	38	42	30	50	47	35	16	14	43	10	27	31	50	45	13	38	27	46	12	10	22	49	11	17	38	21	46	22	17	15	44	10	25	18	29	21	21	21	18	42	26	44	35	14	48	44	37	39	26	45	23	42	48	33	18	27	19	47	25	20	38	32	12	21	30	17	38	37	48	27	40	14	20	46	38	49	12	25	25	35	39	41	24	27	26	46	37	29	11	32	46	17	15	34	11	27	41	32	34	31	36	25	24	46	33	35	22	26	19	17	22	41	42	19	32	31	22	40	40	12	48	44	19	36	32	16	30	46	30	11	34	41	10	39	19	17	42	11	13	24	45	48	25	44	24	41	46	19	25	29	
50	40	48	33	29	50	11	41	23	50	13	39	32	49	17	43	22	22	26	48	36	12	48	17	43	10	29	12	22	35	20	14	19	24	46	46	14	22	24	21	26	47	36	18	25	41	16	45	44	19	19	10	40	29	38	50	18	15	50	33	39	49	49	44	21	11	30	20	32	26	16	11	20	35	48	13	15	19	29	27	25	20	18	23	37	14	22	33	42	33	27	42	24	45	13	34	18	23	13	18	20	47	17	32	19	27	10	18	39	14	24	26	46	46	20	10	26	15	27	24	48	12	37	13	33	35	33	26	25	11	43	14	34	30	45	28	16	40	38	26	19	30	40	45	10	37	47	18	27	48	41	19	11	28	14	27	40	43	44	47	10	20	49	10	42	26	11	48	42	37	44	48	17	23	20	17	39	43	20	34	32	37	36	28	48	43	31	33	22	21	41	30	12	41	39	31	31	36	34	24	
