10	200
22	11	10	18	38	44	38	13	13	11	24	36	49	45	16	37	39	43	29	30	49	26	13	44	15	27	11	34	37	21	49	17	44	29	31	24	37	20	27	40	45	32	21	11	28	31	20	19	46	20	22	14	20	13	35	44	21	31	33	24	16	16	21	25	20	17	42	37	13	49	42	40	27	43	34	26	12	25	28	49	49	25	29	39	50	35	43	40	14	11	37	45	18	21	18	10	30	25	46	29	30	45	47	11	22	19	42	25	33	42	44	46	49	21	47	35	21	47	21	26	45	25	15	16	48	18	16	13	23	29	43	10	12	46	11	42	47	28	26	20	42	25	47	35	29	18	36	30	26	46	14	38	11	18	50	14	50	41	38	33	41	16	13	14	28	22	14	16	44	45	41	39	25	50	32	31	15	34	44	37	21	37	17	15	33	48	32	44	34	29	39	22	18	10	41	13	23	48	22	35	
25	25	18	35	36	29	11	12	34	37	12	34	29	17	47	29	12	30	40	25	34	13	25	16	32	19	44	19	43	15	26	11	42	33	45	39	43	29	11	44	21	11	49	33	39	27	43	40	43	19	20	43	38	36	37	48	26	15	15	12	43	43	46	38	28	37	46	11	20	12	17	25	37	49	28	22	23	16	49	19	22	20	47	34	31	20	35	10	47	31	12	36	49	13	26	34	33	34	10	16	32	43	12	30	48	16	16	50	30	36	36	34	28	29	45	25	13	29	45	26	47	45	46	48	32	17	18	26	22	32	41	34	48	48	40	21	29	26	46	47	42	33	40	14	38	44	18	15	45	29	27	31	39	30	25	34	17	26	35	47	37	49	25	40	36	14	41	32	22	47	50	23	34	29	10	43	38	14	20	11	48	25	27	34	25	12	35	13	18	31	19	35	36	16	14	10	13	17	22	32	
33	37	11	26	15	27	30	44	11	44	44	21	47	25	46	31	48	49	46	22	23	10	11	41	22	48	31	14	42	30	20	25	39	11	27	32	35	13	20	44	19	48	30	37	33	40	19	21	16	16	17	46	38	26	44	14	18	13	10	38	45	27	33	12	43	38	31	49	27	33	16	32	27	14	45	18	32	18	50	10	10	21	17	15	46	14	25	31	45	10	36	17	19	40	50	32	17	24	26	46	15	48	31	24	46	46	21	32	18	24	44	33	34	34	30	28	44	16	37	26	35	38	27	33	19	21	32	36	34	34	15	31	50	40	20	12	14	28	30	12	24	30	30	39	33	26	26	47	21	11	25	25	16	21	46	46	34	48	13	14	33	31	41	44	40	18	40	48	29	49	48	26	48	44	28	15	15	15	26	22	50	28	21	26	14	10	25	47	14	21	28	38	30	30	41	37	37	36	22	37	
13	26	41	35	28	22	39	19	23	12	32	15	23	29	27	15	27	45	23	12	45	25	50	44	31	41	23	47	24	49	42	47	17	12	17	33	30	29	34	46	35	14	23	46	41	29	49	36	28	42	39	15	11	34	41	31	29	32	34	36	49	26	33	48	20	31	23	16	43	14	14	20	45	21	21	47	24	45	15	32	12	45	15	42	20	48	14	46	48	30	50	48	18	20	43	14	13	17	38	36	10	40	36	37	47	45	47	36	22	24	42	20	45	35	30	37	38	46	32	35	36	33	30	46	33	28	49	29	24	13	19	12	17	49	12	16	41	23	25	23	34	32	30	16	48	15	11	31	33	34	15	19	21	15	23	14	12	21	32	24	41	18	46	12	21	17	38	24	11	35	41	46	15	13	46	28	23	18	48	15	39	32	36	36	36	15	27	44	16	47	43	24	43	15	40	44	29	23	10	20	
32	13	34	27	15	16	29	42	24	16	21	20	21	14	45	32	33	15	33	23	18	21	43	46	28	38	36	48	18	21	16	31	14	45	44	48	15	33	21	25	26	46	26	28	42	19	10	36	22	13	26	35	21	20	24	25	50	12	44	21	10	40	20	24	24	30	16	42	26	23	45	16	38	20	39	27	10	32	31	35	50	29	26	39	44	31	45	25	26	34	45	11	40	36	34	50	40	40	27	45	45	48	19	36	26	10	37	28	50	34	19	10	20	35	50	32	10	23	12	30	27	42	14	39	49	25	19	36	15	35	16	43	21	41	20	39	47	14	17	47	45	27	28	17	40	18	29	18	11	26	27	50	18	49	18	50	38	40	31	41	24	29	27	24	22	21	36	36	19	37	28	38	21	41	18	33	45	15	20	45	44	12	30	42	46	18	22	19	41	41	13	34	49	26	26	47	27	26	20	43	
13	31	48	28	32	29	20	25	42	27	50	13	17	20	47	16	45	44	24	34	45	46	14	42	41	33	14	40	12	30	29	31	25	46	42	32	29	48	38	13	24	39	22	34	14	15	28	48	44	46	25	31	42	36	41	43	17	22	40	32	38	14	12	19	50	34	44	38	26	23	41	41	28	28	22	29	33	19	44	41	31	22	15	34	13	45	44	44	29	16	34	14	46	27	36	50	33	37	31	44	15	41	45	40	32	28	10	45	25	30	34	19	29	49	46	44	27	33	11	18	20	16	18	19	27	21	10	15	25	49	44	44	41	14	29	32	41	23	39	11	14	40	42	25	42	15	40	50	40	36	19	32	33	36	15	41	35	10	15	43	27	30	16	30	34	32	30	11	21	20	29	46	34	20	40	29	36	14	16	27	19	22	50	22	21	30	28	27	47	13	18	26	10	21	18	15	26	23	23	17	
32	40	28	13	47	44	43	14	30	25	41	38	26	45	22	20	46	30	47	43	50	40	10	14	39	13	20	30	30	20	48	21	14	18	45	50	26	48	13	13	40	29	23	22	32	30	38	47	45	41	20	15	21	41	20	12	31	13	24	22	20	17	49	32	50	23	25	39	33	27	25	49	12	17	24	33	24	30	44	26	25	12	28	12	29	19	23	26	43	20	50	48	23	45	20	15	48	40	24	37	28	13	14	23	27	22	27	29	27	24	39	18	30	25	15	39	31	10	46	10	27	39	20	30	27	13	36	45	11	39	15	32	46	37	29	44	12	40	17	16	30	32	46	49	23	12	19	50	24	23	35	13	21	11	11	20	43	33	47	10	20	30	11	11	42	14	32	42	39	20	24	12	44	40	28	37	20	32	33	25	20	27	26	48	35	31	41	22	43	27	47	43	36	46	17	34	20	34	42	20	
49	20	41	47	46	29	37	19	41	43	30	33	37	22	50	40	35	46	20	12	45	49	27	12	11	45	16	24	26	47	49	35	50	28	29	41	24	26	19	10	16	26	19	39	35	36	30	39	48	44	11	21	10	14	40	46	13	32	15	23	32	47	10	42	32	16	36	50	11	36	13	39	46	19	38	25	44	50	40	41	12	22	14	36	21	40	29	16	45	43	11	21	44	27	50	17	41	12	20	43	14	48	41	39	18	28	26	20	15	38	21	15	48	44	33	44	35	21	19	46	46	48	12	27	23	40	12	12	22	36	13	23	49	11	13	39	23	19	13	12	35	37	20	25	10	45	14	31	46	21	49	48	50	49	17	16	43	48	15	41	48	44	27	23	45	19	21	28	27	28	41	39	16	24	46	25	17	31	17	46	33	29	40	18	27	33	43	31	12	26	35	48	21	23	34	27	42	41	28	37	
30	10	35	33	29	14	26	20	42	18	47	37	28	17	50	28	32	25	24	26	48	20	43	17	27	33	50	35	34	45	15	17	22	19	21	46	33	17	39	17	17	41	10	11	28	29	29	24	25	28	49	11	24	48	26	24	43	11	32	50	44	12	35	32	24	14	41	10	21	10	50	11	23	26	46	33	13	28	45	15	38	19	46	50	49	32	11	25	43	45	33	21	35	43	20	48	46	24	12	12	27	46	10	34	15	19	29	21	13	11	32	27	18	13	46	29	19	15	15	27	23	42	41	28	10	14	38	41	17	12	44	45	26	21	46	12	14	41	36	50	35	31	28	17	26	48	36	19	22	49	28	26	42	49	49	32	21	37	45	18	47	18	39	22	26	23	41	24	31	12	45	14	17	28	22	39	35	31	23	19	20	26	37	27	30	26	35	32	28	28	21	47	49	13	25	41	13	47	24	10	
28	11	34	10	27	19	35	32	16	20	36	29	11	20	16	33	44	10	12	25	18	24	44	38	19	18	12	25	30	31	30	47	24	32	21	45	34	39	17	16	27	33	30	34	19	12	22	18	30	41	12	43	31	18	37	50	35	45	44	44	45	21	19	11	23	42	40	24	39	18	11	18	28	17	37	25	22	35	22	14	13	14	14	36	33	47	42	18	40	26	13	10	37	29	27	25	30	33	39	29	10	47	35	35	15	38	27	20	23	24	25	35	16	15	34	15	22	12	26	18	34	19	28	20	48	41	13	34	18	14	26	46	43	31	29	15	13	46	39	38	14	49	34	26	23	32	21	22	23	15	13	48	27	37	26	17	19	35	25	28	28	34	48	14	19	12	39	27	49	14	44	40	19	41	40	30	35	26	49	46	27	26	20	34	11	46	50	10	34	32	17	10	37	18	34	13	33	41	34	41	
