10	100
41	26	18	10	32	48	22	40	28	39	29	41	33	43	36	41	49	35	22	19	25	27	46	30	31	21	23	16	39	12	33	21	48	15	42	11	23	17	21	21	20	16	43	15	13	12	34	34	35	31	21	29	37	24	28	43	32	35	28	23	31	25	44	23	27	49	28	32	40	41	16	48	22	30	45	24	48	48	33	48	38	23	40	40	24	43	16	49	41	24	32	13	23	17	40	10	41	20	32	21	
16	13	24	50	18	29	17	40	38	21	28	43	45	25	21	17	16	41	22	14	11	21	21	32	12	16	48	21	10	44	32	48	31	15	39	21	41	18	12	39	16	23	21	25	36	18	18	23	49	43	41	19	48	25	22	16	21	36	29	50	46	34	49	28	37	38	48	39	25	42	36	26	14	31	44	28	49	45	15	25	20	10	28	47	11	29	44	19	31	46	27	45	25	17	22	45	21	21	44	38	
38	43	12	34	12	20	39	42	30	49	31	10	46	42	11	41	20	33	11	46	42	12	19	14	24	38	13	36	30	11	38	24	38	11	48	24	23	17	47	46	20	43	46	13	10	37	12	31	12	24	12	19	28	21	27	48	29	11	36	30	34	20	30	34	25	10	37	22	38	40	17	14	49	35	13	35	30	45	10	44	25	27	21	43	48	49	10	25	47	46	48	39	20	18	44	39	17	14	42	36	
21	26	45	14	26	13	40	32	19	25	32	32	44	29	28	21	45	34	13	28	19	15	49	22	19	50	43	29	20	20	29	15	17	48	30	44	20	46	30	30	28	49	44	35	16	21	26	18	32	15	11	17	19	11	19	10	13	41	11	31	38	35	11	35	35	45	14	23	19	14	26	43	18	12	26	11	23	45	49	39	14	12	34	12	10	34	30	38	19	29	25	24	39	14	27	26	48	33	35	50	
13	47	26	28	47	29	36	10	10	15	39	25	35	13	41	19	38	37	20	47	24	24	37	36	13	39	13	31	22	34	12	36	35	15	10	24	24	30	43	49	49	39	13	25	47	23	30	46	32	20	32	36	37	35	47	27	50	30	48	28	37	25	22	50	26	42	29	28	50	30	48	27	36	49	38	34	41	30	13	22	12	18	46	32	25	37	17	25	33	39	23	47	37	49	39	42	19	35	16	43	
25	23	14	40	43	30	36	18	43	10	17	47	49	38	50	28	19	36	50	39	30	20	17	32	41	26	23	31	13	17	49	30	12	13	35	15	34	42	30	38	48	16	40	22	10	15	34	43	43	25	23	25	37	20	21	16	17	46	33	24	23	34	25	10	17	12	37	39	50	27	43	33	17	10	19	29	25	33	30	40	22	46	27	33	22	42	14	24	24	41	41	23	16	18	25	28	26	38	19	37	
31	33	36	43	22	29	13	36	44	12	34	21	23	44	11	36	12	44	36	48	36	23	46	20	35	30	16	46	35	31	19	48	45	35	22	13	22	13	10	33	26	42	36	29	44	12	25	39	33	35	42	48	34	10	24	13	20	33	44	15	50	28	49	35	22	45	40	27	16	22	40	44	49	47	12	33	15	17	12	15	32	21	26	20	50	46	44	16	50	37	23	34	20	25	43	22	13	37	43	28	
32	50	37	22	18	46	40	38	33	40	31	36	20	30	25	50	25	33	36	42	11	26	27	35	45	25	10	42	12	15	12	24	16	37	49	22	43	34	19	45	36	34	27	10	33	28	31	37	42	17	41	34	33	34	13	38	29	37	36	23	11	14	34	50	35	47	31	15	31	42	24	36	48	34	25	30	46	20	24	13	28	41	34	44	45	16	43	23	19	37	35	38	45	50	49	48	32	41	42	14	
49	11	39	18	42	39	15	50	41	27	47	30	35	36	10	34	10	31	21	34	15	13	14	11	11	36	12	35	14	50	46	49	19	47	41	47	34	40	34	42	38	30	11	26	35	35	10	34	14	35	43	48	40	50	10	50	11	47	49	12	12	11	31	20	35	44	42	21	21	34	44	29	18	29	13	47	46	30	10	37	29	44	42	42	29	31	28	13	21	11	44	12	32	25	34	11	41	10	16	21	
35	36	15	23	34	33	13	22	49	36	14	14	16	40	41	29	24	46	14	44	40	43	48	40	37	13	30	44	48	27	27	28	26	45	35	29	38	12	50	20	19	22	12	39	35	12	36	50	30	18	23	49	28	11	45	20	21	29	24	26	11	18	42	40	40	39	41	34	45	49	37	14	36	15	50	38	14	13	40	11	21	50	49	35	19	49	39	12	27	26	13	25	47	42	24	12	23	49	47	50	
16	7	25	25	14	12	12	23	8	7	16	17	22	9	24	24	25	5	7	22	10	22	13	12	8	25	8	12	17	20	15	25	13	23	8	15	13	21	21	8	19	10	7	13	23	9	13	7	20	6	21	8	8	15	7	5	24	16	10	17	5	21	12	14	6	5	24	9	15	9	20	23	5	25	14	20	7	15	5	21	25	17	7	18	19	23	22	12	12	11	7	25	18	23	14	25	20	21	18	21	
13	19	23	20	5	25	19	5	20	10	20	21	18	15	23	18	7	10	8	17	18	14	9	21	22	20	21	24	8	6	7	10	22	13	23	19	10	10	21	11	6	16	14	9	22	23	6	5	15	17	18	8	19	6	5	11	13	17	9	22	11	20	17	18	14	7	12	20	7	23	16	13	9	22	12	11	12	9	7	14	5	12	8	18	7	25	12	11	25	21	25	11	23	19	21	5	20	16	21	8	
22	15	8	12	25	24	5	7	23	10	6	16	20	8	15	11	18	13	14	16	13	10	24	13	8	5	11	17	24	13	18	16	22	16	8	13	13	20	9	7	6	18	19	21	7	7	13	20	13	25	20	17	25	21	21	6	17	21	15	9	14	24	5	23	16	16	19	7	15	25	23	19	10	8	25	8	11	12	11	14	8	25	23	7	10	9	21	8	21	18	10	6	11	21	16	22	6	12	21	21	
24	23	11	16	12	6	15	24	22	21	18	15	14	15	8	16	17	9	15	23	12	24	8	18	25	24	6	12	8	6	16	10	9	18	23	11	9	20	6	10	14	24	25	8	20	20	16	21	21	21	21	21	18	8	24	24	7	19	5	7	5	13	17	15	7	23	22	16	6	7	24	18	20	7	9	18	7	16	8	7	23	12	19	5	24	8	14	17	9	14	13	17	6	6	10	24	22	25	12	12	
24	8	11	22	19	15	12	16	18	23	25	6	21	11	9	20	5	24	12	14	16	10	15	19	11	12	25	21	25	21	9	21	7	11	8	18	18	7	12	7	9	16	8	24	11	14	10	9	24	15	7	7	8	13	23	5	20	16	9	13	13	8	7	16	9	7	19	23	13	9	24	13	14	19	24	6	18	13	13	7	10	16	14	25	11	14	18	16	22	12	21	7	16	21	8	16	7	24	18	8	
23	23	18	14	11	12	9	19	20	12	20	17	19	6	5	16	22	22	12	18	6	7	22	13	21	17	21	10	16	19	18	13	12	16	23	7	11	15	14	17	6	19	22	25	12	6	24	24	6	11	16	11	5	5	24	24	5	11	9	5	12	25	15	17	7	18	10	25	15	5	16	12	15	9	18	25	16	25	11	21	21	22	12	22	12	11	24	10	10	5	17	7	7	9	24	18	22	10	22	25	
15	17	11	18	23	8	8	20	22	20	11	17	7	23	14	22	8	8	5	14	17	6	21	19	18	15	13	24	14	25	7	19	18	6	14	11	21	24	18	21	20	9	9	22	10	10	9	17	20	18	15	19	22	9	19	7	12	16	19	7	20	7	16	12	13	24	6	17	7	19	8	23	21	10	9	7	17	10	17	15	14	22	8	20	18	5	17	5	6	23	18	24	16	7	19	21	13	19	14	20	
15	7	15	11	20	21	9	14	15	20	24	10	12	20	5	23	18	20	23	7	9	5	9	24	12	15	14	18	12	22	16	12	10	11	25	8	19	9	9	22	8	19	17	14	17	12	15	6	15	11	9	16	23	12	9	11	10	5	9	5	8	12	21	19	5	10	10	5	24	5	15	22	9	24	7	6	13	10	6	6	8	7	17	10	23	12	18	14	6	6	22	24	12	21	10	25	16	5	18	5	
25	12	18	16	19	5	21	17	5	5	15	21	22	8	12	9	23	19	15	22	22	13	7	21	7	7	25	17	21	25	6	22	17	16	5	25	9	25	17	7	11	25	12	25	22	9	11	25	10	10	20	24	19	24	9	15	10	17	15	12	6	14	6	15	8	7	8	22	23	23	15	20	16	9	21	25	8	25	8	17	16	5	21	12	18	20	17	18	7	8	10	21	13	21	15	13	11	20	22	11	
22	14	8	16	12	5	13	10	17	8	9	23	9	9	8	21	15	6	14	15	23	15	14	20	9	7	9	19	20	23	9	6	22	21	8	22	25	7	21	17	10	6	18	5	8	20	16	6	17	9	20	18	20	20	23	16	19	14	16	21	20	13	21	14	18	21	12	25	7	7	16	11	24	9	25	6	21	21	18	19	19	12	8	21	25	16	7	15	13	10	11	22	22	7	24	6	18	16	14	6	
121.6	117.84	119.2	120	115.84	121.04	119.84	107.92	123.44	119.44	
