10	200
16	28	36	10	16	10	50	38	38	14	34	11	12	49	11	47	33	38	22	40	17	38	15	37	25	19	49	47	23	43	22	30	28	10	38	35	24	32	37	44	29	11	33	22	30	20	25	47	48	49	29	26	35	27	38	43	29	22	23	49	18	37	10	17	38	12	48	30	33	16	38	40	10	30	40	35	11	36	18	44	41	48	35	17	48	22	32	32	14	46	15	10	49	21	50	34	33	50	47	28	13	41	32	33	44	34	34	26	43	29	44	36	31	36	28	38	26	13	26	22	13	14	28	47	30	28	42	38	40	29	27	47	16	43	26	44	27	50	24	25	20	35	49	30	16	25	47	45	16	17	11	29	45	23	39	37	36	21	28	34	11	36	18	49	19	50	29	27	41	17	24	47	50	36	30	46	48	45	28	17	24	40	47	21	33	19	27	11	46	47	26	50	45	20	12	22	25	43	18	41	
34	11	11	20	27	50	26	21	27	39	48	17	36	36	34	30	26	28	46	42	36	12	32	29	48	20	35	21	32	26	24	50	37	13	43	27	46	13	26	24	41	15	37	49	41	47	42	30	27	37	36	43	48	23	14	10	22	21	11	17	21	33	34	12	43	16	32	28	25	11	17	34	15	31	28	45	17	38	17	29	27	47	29	17	42	44	27	24	39	16	12	33	40	39	47	47	14	39	17	26	47	35	45	10	25	39	49	47	18	47	22	36	13	50	29	37	13	10	25	40	13	50	41	18	43	11	31	42	30	45	30	41	41	22	39	31	10	16	47	47	25	11	23	48	50	41	12	24	13	18	26	29	49	28	47	36	34	25	31	21	49	46	31	17	42	45	33	27	35	26	45	37	21	27	39	41	43	20	44	39	30	38	45	20	11	20	18	39	21	32	22	20	22	36	45	42	40	48	45	26	
47	30	35	36	20	28	33	18	39	15	37	43	49	18	33	37	27	48	41	42	26	38	42	30	44	49	25	20	36	44	36	46	22	14	44	29	45	11	13	33	41	50	20	36	48	17	44	33	42	13	21	37	40	20	11	44	35	30	43	27	41	34	38	37	41	14	22	23	38	19	43	12	45	19	43	45	31	27	13	16	18	24	39	48	20	29	44	48	22	42	23	25	40	10	12	28	42	33	28	31	33	12	50	16	36	38	20	13	28	35	14	46	12	30	34	13	24	25	29	25	27	33	24	44	11	29	46	27	34	17	13	47	38	30	41	28	18	12	36	29	47	33	11	36	12	30	23	44	26	17	35	38	10	33	45	25	48	36	12	32	26	29	36	35	29	36	40	18	25	30	30	33	48	10	43	29	24	34	41	46	18	22	16	12	47	36	29	43	29	33	22	44	46	14	11	16	18	35	24	34	
18	27	47	27	23	10	47	47	20	24	26	42	39	13	12	22	36	36	48	18	18	28	44	33	36	38	46	15	15	20	20	47	24	33	30	17	17	50	48	10	35	33	21	47	44	47	40	37	35	34	15	49	29	19	45	19	34	21	25	18	44	49	43	30	15	29	47	13	23	44	19	44	23	36	29	44	42	40	12	22	45	43	22	22	30	18	50	21	33	32	50	34	29	14	28	23	24	47	13	49	16	33	43	10	19	32	17	15	33	13	44	31	21	50	48	10	11	34	47	46	39	12	19	18	12	36	40	36	21	33	14	23	28	23	16	27	39	45	10	35	34	29	31	27	28	26	35	29	50	15	37	24	24	41	16	38	27	40	15	49	26	24	49	32	11	20	48	11	15	17	16	26	30	40	36	25	13	12	40	36	26	22	15	19	44	20	28	34	50	18	31	20	21	39	32	47	13	26	10	47	
14	41	23	16	28	16	49	17	33	25	13	40	27	47	45	39	21	36	16	14	44	43	39	23	48	17	40	43	30	12	23	34	19	34	35	30	30	22	45	30	42	21	12	47	47	10	41	44	39	17	27	34	15	33	23	13	25	23	28	38	29	15	13	26	10	48	25	27	41	46	44	48	50	30	22	11	25	40	12	17	44	34	15	46	31	19	16	33	28	15	31	31	46	47	44	27	11	28	32	37	31	45	24	36	33	46	45	29	18	38	30	36	28	24	23	37	21	20	10	22	46	25	26	37	20	34	50	50	33	14	22	23	38	17	36	17	38	13	20	39	50	17	16	30	41	24	29	28	21	17	22	26	34	42	21	33	32	32	36	40	31	39	14	43	29	12	41	27	14	19	46	44	20	15	31	21	46	33	28	40	44	44	36	45	17	32	39	11	37	34	42	29	29	34	34	36	34	26	41	25	
21	24	48	43	22	16	21	48	19	18	25	39	16	14	33	28	36	24	10	22	22	11	12	29	25	29	19	28	50	42	19	38	13	13	24	11	44	42	26	34	11	29	41	13	37	27	37	21	37	33	24	43	17	45	45	22	18	41	27	32	26	26	38	19	43	25	18	32	26	41	49	20	16	44	12	34	23	27	20	36	50	42	46	43	41	22	47	15	47	33	45	36	23	17	21	38	36	12	32	10	32	33	47	35	38	17	35	30	30	30	27	23	10	12	44	33	24	19	36	35	21	33	30	49	48	44	27	47	48	38	36	31	15	36	25	41	38	20	38	38	18	27	29	28	32	18	45	12	42	31	29	28	49	29	45	50	31	13	48	37	31	21	32	39	17	22	38	28	35	44	12	33	47	27	22	37	21	50	16	28	37	21	40	42	49	46	34	29	13	32	44	34	47	47	27	22	11	31	27	26	
21	16	23	46	46	31	37	38	48	48	19	43	14	12	30	49	39	35	21	41	20	26	49	36	26	31	37	31	37	27	28	43	26	21	24	34	30	21	26	13	41	28	45	48	19	48	33	18	46	50	16	27	39	17	13	13	20	29	46	24	44	32	43	37	35	48	49	12	13	16	50	44	38	43	27	18	30	14	22	31	18	34	43	44	13	36	48	27	45	29	17	12	37	13	24	21	42	15	29	45	30	38	10	28	22	14	48	20	18	42	46	49	17	20	12	11	19	24	13	32	20	11	37	23	35	40	35	44	19	38	20	30	43	48	48	14	31	23	46	18	12	31	45	27	46	33	40	30	23	12	42	18	31	19	23	43	13	22	27	34	48	14	46	40	15	33	34	26	11	23	47	31	16	32	31	44	20	35	46	36	13	28	46	15	15	33	35	25	43	34	41	26	33	48	32	40	48	44	45	36	
49	22	29	35	44	49	14	48	12	23	31	13	18	23	47	19	45	28	19	13	29	19	34	48	36	50	38	39	41	46	33	20	50	24	17	28	25	35	26	36	21	29	30	50	33	10	35	10	23	20	16	33	18	22	23	31	35	50	45	41	14	32	13	25	47	36	24	19	29	17	37	19	16	15	44	13	37	22	50	29	41	19	17	32	40	15	39	35	23	24	26	39	46	12	36	13	27	23	39	46	10	29	40	23	42	38	48	26	24	25	49	12	21	33	30	11	44	12	28	12	44	11	16	26	38	21	13	23	23	25	30	17	49	15	20	10	40	16	15	45	20	46	11	37	34	36	45	47	45	10	18	19	33	14	16	37	46	31	28	10	21	31	18	50	19	43	15	30	35	10	39	23	29	18	12	23	19	32	41	29	41	39	36	38	33	37	30	44	48	48	37	46	29	22	14	37	43	25	28	35	
21	17	18	36	25	41	10	35	15	32	37	48	41	24	14	14	43	15	38	22	14	41	28	35	14	50	40	50	50	38	13	44	37	19	14	32	29	24	40	22	38	10	33	11	13	22	14	48	38	36	28	33	49	33	48	15	34	17	32	32	28	20	15	12	28	22	41	24	23	19	48	36	25	28	31	19	47	32	14	19	25	35	17	15	16	50	40	34	25	12	27	22	48	37	22	40	18	40	35	22	42	42	48	12	22	31	49	29	29	46	45	12	24	48	11	41	28	33	43	42	19	21	29	15	10	14	27	19	44	15	42	41	11	33	49	15	28	28	15	19	31	25	21	22	36	14	26	24	24	45	42	33	13	15	27	11	35	24	15	46	18	26	16	25	32	19	34	34	40	22	36	26	25	46	14	50	41	40	18	29	26	36	47	18	28	36	20	19	14	49	23	24	27	40	15	37	17	35	21	39	
49	27	11	30	30	36	12	34	32	48	44	45	29	16	43	42	39	23	22	44	36	10	14	13	40	33	46	26	35	41	47	32	38	31	15	45	37	29	45	28	27	38	20	25	46	49	43	45	49	28	46	25	40	11	12	48	12	50	19	26	35	17	13	19	28	19	34	45	29	26	25	35	19	39	40	23	19	22	22	45	32	34	29	24	22	28	45	17	29	40	28	18	14	38	42	36	36	49	40	10	41	17	50	10	35	45	10	48	16	34	36	19	26	21	27	17	22	42	11	30	26	42	16	28	21	19	32	36	19	26	47	18	38	23	48	18	44	30	39	41	26	37	30	50	23	45	34	10	34	22	38	45	33	18	40	40	10	23	44	29	31	41	41	33	42	31	29	18	40	34	21	17	44	38	38	15	11	48	15	40	46	49	41	45	28	41	21	45	24	33	25	35	15	40	15	48	21	47	25	33	
