10	100
35	43	34	12	33	26	48	27	45	35	23	44	10	40	38	29	11	13	45	28	42	20	19	14	11	16	45	35	11	11	15	17	35	40	34	26	41	22	27	35	32	19	32	24	36	27	33	38	18	34	19	42	15	15	37	37	17	49	15	42	48	40	26	29	21	34	37	45	49	27	32	42	13	41	18	33	40	28	13	42	10	32	50	28	30	43	28	41	17	15	36	40	13	48	45	14	29	18	16	45	
31	19	14	36	48	30	32	32	49	10	32	40	41	31	18	41	30	33	24	21	16	47	48	39	25	30	27	35	11	48	31	42	50	32	21	22	15	10	25	24	47	29	30	28	39	49	38	38	24	17	40	22	11	34	16	35	48	14	34	38	50	42	31	10	23	15	26	33	40	36	40	10	26	32	45	24	33	38	17	35	43	38	10	48	45	11	38	10	33	30	29	37	21	44	25	46	47	44	10	31	
44	44	40	43	45	34	30	17	38	30	25	50	47	45	34	22	46	10	44	33	37	21	11	18	39	26	16	19	35	12	32	27	37	49	19	41	13	27	19	28	14	30	17	46	45	37	13	36	44	15	21	23	41	45	26	11	41	32	37	29	49	18	17	18	31	15	19	49	26	13	28	49	28	29	23	13	49	11	27	35	10	48	22	33	46	49	40	13	47	34	15	35	26	24	30	16	23	39	50	39	
42	14	49	36	32	14	44	40	37	10	30	23	13	16	20	27	21	25	16	41	21	25	14	31	39	27	46	18	38	33	29	49	49	14	26	50	44	13	27	40	30	37	50	20	17	19	50	50	48	21	20	10	26	47	21	50	27	41	26	38	22	26	35	19	42	23	34	22	44	34	12	13	20	23	40	47	16	21	18	11	22	21	35	23	23	24	28	38	40	41	48	41	39	40	27	28	18	13	46	31	
30	25	11	13	25	18	44	45	18	13	34	35	47	38	35	41	23	11	11	11	37	10	26	40	20	47	19	48	12	14	12	45	38	15	50	24	43	14	45	29	13	21	48	39	44	49	17	47	11	29	30	16	13	50	15	13	27	39	20	17	48	14	28	35	34	45	38	14	25	17	13	30	38	12	37	47	38	22	20	43	30	13	44	19	45	40	14	48	17	42	18	29	13	33	36	24	28	11	23	10	
43	45	20	24	38	24	35	41	17	47	16	29	26	40	10	42	16	46	16	38	10	28	17	32	16	24	49	42	31	41	25	35	15	33	48	42	38	46	37	14	16	35	34	19	46	25	13	39	14	23	15	25	27	17	12	42	33	10	48	38	19	50	10	36	14	27	12	13	15	11	27	49	28	43	26	11	41	39	36	10	12	24	34	12	44	29	47	38	47	32	34	14	10	20	45	26	30	22	30	39	
10	33	13	29	33	22	20	21	21	34	25	28	21	21	36	44	14	47	28	46	32	43	24	27	31	39	14	50	24	25	16	33	40	45	48	21	17	33	33	34	45	48	10	36	25	23	30	25	16	36	33	44	32	31	16	22	28	33	43	22	45	29	14	10	24	42	34	26	28	20	11	13	18	12	49	17	17	22	41	49	24	12	34	16	16	14	41	32	36	14	43	34	18	17	27	37	33	31	14	35	
12	45	16	45	34	25	44	17	22	24	15	25	45	31	42	26	12	49	42	41	43	19	25	41	25	11	27	20	35	11	23	39	44	39	15	28	24	26	35	15	24	45	43	46	22	33	30	14	21	38	35	33	48	16	35	49	22	35	42	47	17	37	36	40	32	28	48	34	20	11	24	47	14	15	25	36	42	49	34	10	27	21	17	20	25	16	37	42	21	21	15	41	46	25	50	50	22	47	22	33	
29	48	22	36	49	20	26	21	46	43	26	30	36	10	29	23	11	15	25	11	44	40	16	49	40	43	50	47	33	10	44	30	15	40	19	26	25	17	50	25	21	36	14	36	46	16	25	13	14	39	34	30	21	50	37	42	30	13	21	50	45	40	18	17	35	30	45	42	11	23	30	32	35	44	39	15	27	23	16	16	28	39	27	26	13	28	36	17	44	47	10	42	24	23	14	19	29	43	43	14	
11	38	48	27	30	21	37	43	32	29	10	32	48	26	50	11	37	48	16	42	46	38	48	39	47	37	28	26	49	49	24	23	35	22	27	10	33	19	45	39	32	17	23	33	50	30	11	11	17	50	16	26	50	21	10	33	21	16	10	41	46	43	33	39	15	41	16	23	36	38	38	36	33	42	20	45	50	29	43	17	49	45	14	43	37	38	20	41	14	34	18	15	29	43	38	46	11	22	19	18	
